prev_id,curr_id,n,prev_title,curr_title,type
693809,18938265,15,Chop_Suey!_(song),"\"Weird_Al\"_Yankovic",link
1448584,1261557,14,Symphony_No._1_(Glass),Heroes,link
57317,18938265,11,Prince_(musician),"\"Weird_Al\"_Yankovic",other
,331586,308,other-other,"\"Crocodile\"_Dundee",other
33658579,43882355,12,List_of_albums_awarded_Pitchfork_Best_New_Album,What_Is_This_Heart?,other
331460,331586,17,Bowie_knife,"\"Crocodile\"_Dundee",link
26182691,28612415,294,Watkin_Tudor_Jones,$O$_(Die_Antwoord_album),other
914523,3564374,100,Guy_Ballard,"\"I_AM\"_Activity",link
21207345,18938265,17,Jerry_Springer,"\"Weird_Al\"_Yankovic",link
1982071,18938265,54,Lola_(song),"\"Weird_Al\"_Yankovic",link
343560,18938265,19,Jack_Black,"\"Weird_Al\"_Yankovic",link
107622,18938265,27,"Downey,_California","\"Weird_Al\"_Yankovic",link
,12565141,38,other-empty,"\"O\"-Jung.Ban.Hap.",other
2157741,18938265,35,Jon_Schwartz_(drummer),"\"Weird_Al\"_Yankovic",link
31218217,18938265,25,Comedy_hip_hop,"\"Weird_Al\"_Yankovic",link
1931006,1896643,44,John_Laurinaitis,"\"Dr._Death\"_Steve_Williams",link
,36758937,53,other-google,"\"Major\"_John_Buchanan",other
8799796,2641242,26,Going_to_a_Go-Go_(song),"\"Still_Life\"_(American_Concert_1981)",link
,16251903,26,other-google,"\"E\"_Is_for_Evidence",other
,331586,910,other-empty,"\"Crocodile\"_Dundee",other
,2398711,174,other-google,"\"Solidarity\"_Szczecin–Goleniów_Airport",other
3615165,18938265,18,I_Want_It_That_Way,"\"Weird_Al\"_Yankovic",link
104998,18938265,27,Michael_Richards,"\"Weird_Al\"_Yankovic",link
39722572,38499517,19,Left_communism,"\"Left-Wing\"_Communism:_An_Infantile_Disorder",link
7028414,563697,101,Eddie_Redmayne,"\"Master_Harold\"...and_the_Boys",link
,6810768,81,other-google,!T.O.O.H.!,other
,1831030,741,other-google,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
10417152,18938265,13,I_Want_a_New_Drug,"\"Weird_Al\"_Yankovic",link
3281387,18938265,11,Bedrock_Anthem,"\"Weird_Al\"_Yankovic",link
43377300,18938265,31,Foil_(song),"\"Weird_Al\"_Yankovic",link
41599803,18938265,10,The_Hotwives_of_Orlando,"\"Weird_Al\"_Yankovic",link
13251936,3564374,37,Ascended_Master_Teachings,"\"I_AM\"_Activity",other
12694177,18938265,84,Lynwood_High_School,"\"Weird_Al\"_Yankovic",link
833097,3564374,18,William_Dudley_Pelley,"\"I_AM\"_Activity",link
,17495549,36,other-empty,"\"I_Want\"_song",other
77767,1261557,23,The_Rise_and_Fall_of_Ziggy_Stardust_and_the_Spiders_from_Mars,Heroes,link
25577776,31438273,30,"\"U\"_Is_for_Undertow","\"V\"_Is_for_Vengeance",link
,1831030,270,other-empty,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
,28612415,30,other-wikipedia,$O$_(Die_Antwoord_album),other
26095723,18938265,16,Nothin'_on_You,"\"Weird_Al\"_Yankovic",link
69161,,51,Tết,"\"Chúc_Mừng_Năm_Mới\"_or_best_wishes_for_the_new_year.",redlink
2295388,1362990,26,Mary_Morris,"\"Pimpernel\"_Smith",link
37386608,331586,66,2015_in_film,"\"Crocodile\"_Dundee",link
11424214,18938265,43,EBay_(song),"\"Weird_Al\"_Yankovic",link
143435,18938265,20,Band_Aid_(band),"\"Weird_Al\"_Yankovic",other
,1478845,28,other-yahoo,"\"Repent,_Harlequin!\"_Said_the_Ticktockman",other
,37813210,37,other-google,Where_Are_Your_Keys?,other
,12565141,11,other-wikipedia,"\"O\"-Jung.Ban.Hap.",other
681811,18938265,53,Alapalooza,"\"Weird_Al\"_Yankovic",link
4939444,1831030,84,The_Simpsons_(season_5),"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",link
2706860,18938265,11,Got_My_Mind_Set_on_You,"\"Weird_Al\"_Yankovic",link
39606873,31438273,12,"\"W\"_Is_for_Wasted","\"V\"_Is_for_Vengeance",link
4464034,331586,1690,Terry_Gill,"\"Crocodile\"_Dundee",link
3716049,18938265,29,Addicted_to_Love_(song),"\"Weird_Al\"_Yankovic",link
3371542,1261557,30,Beauty_and_the_Beast_(David_Bowie_song),Heroes,link
8306521,331586,13,Anne_Carlisle,"\"Crocodile\"_Dundee",other
13101139,18938265,11,Here's_Johnny_(song),"\"Weird_Al\"_Yankovic",link
4072442,18938265,10,One_More_Minute,"\"Weird_Al\"_Yankovic",link
61066,331586,11,Skippy_the_Bush_Kangaroo,"\"Crocodile\"_Dundee",link
,11489847,16,other-empty,$1.99_Romances,other
,1261557,13,other-twitter,Heroes,other
8545280,2641242,13,The_Rolling_Stones_American_Tour_1981,"\"Still_Life\"_(American_Concert_1981)",other
,11489847,11,other-wikipedia,$1.99_Romances,other
4070828,18938265,17,I_Love_Rocky_Road,"\"Weird_Al\"_Yankovic",link
,38499517,68,other-empty,"\"Left-Wing\"_Communism:_An_Infantile_Disorder",other
,12565141,168,other-google,"\"O\"-Jung.Ban.Hap.",other
16250593,16251903,27,"\"D\"_Is_for_Deadbeat","\"E\"_Is_for_Evidence",link
33482901,12565141,13,List_of_songs_recorded_by_TVXQ,"\"O\"-Jung.Ban.Hap.",link
3730230,1896643,46,Powerslam,"\"Dr._Death\"_Steve_Williams",link
32851,18938265,23,Wiki,"\"Weird_Al\"_Yankovic",other
33145323,18938265,11,Peter_Shukoff,"\"Weird_Al\"_Yankovic",other
11313,8617839,10,Father_Ted,"Good_Luck,_Father_Ted",link
34290593,18938265,31,Call_Me_Maybe,"\"Weird_Al\"_Yankovic",link
1848273,1896643,39,Vampiro,"\"Dr._Death\"_Steve_Williams",link
1065264,331586,12,Plaza_Hotel,"\"Crocodile\"_Dundee",link
11311126,7630017,10,It's_All_About_the_Pentiums,"\"Weird_Al\"_Yankovic_discography",link
2321513,331586,45,John_Meillon,"\"Crocodile\"_Dundee",link
14096078,25033979,15,Trent_Reznor_discography,"\"C\"_is_for_(Please_Insert_Sophomoric_Genitalia_Reference_HERE)",other
4619790,12571133,1031,Puscifer,"\"V\"_Is_for_Vagina",link
2564144,331586,154,Crocodile_Dundee_in_Los_Angeles,"\"Crocodile\"_Dundee",link
19375754,18938265,10,Craigslist,"\"Weird_Al\"_Yankovic",link
26330755,18938265,13,Matt_L._Jones,"\"Weird_Al\"_Yankovic",other
43070100,18938265,1180,Mandatory_Fun,"\"Weird_Al\"_Yankovic",link
495591,18938265,25,Cola_Wars,"\"Weird_Al\"_Yankovic",other
1683451,1896643,10,Paul_Orndorff,"\"Dr._Death\"_Steve_Williams",link
5501897,3564374,11,Seven_rays,"\"I_AM\"_Activity",other
470006,16252712,22,Sue_Grafton,"\"N\"_Is_for_Noose",link
1172131,3564374,47,List_of_founders_of_religious_traditions,"\"I_AM\"_Activity",link
16253409,16253383,11,"\"Q\"_Is_for_Quarry","\"P\"_Is_for_Peril",link
13792594,5400322,64,Mount_Eerie_pts._6_&_7,"\"No_Flashlight\":_Songs_of_the_Fulfilled_Night",link
4807288,18938265,16,List_of_backmasked_messages,"\"Weird_Al\"_Yankovic",link
2661948,18938265,54,Auto-Tune,"\"Weird_Al\"_Yankovic",other
458340,331586,10,List_of_films_set_in_New_York_City,"\"Crocodile\"_Dundee",other
228355,18938265,95,The_Naked_Gun:_From_the_Files_of_Police_Squad!,"\"Weird_Al\"_Yankovic",link
,6893310,16,other-wikipedia,!Hero_(album),other
156683,18938265,23,Don_Pardo,"\"Weird_Al\"_Yankovic",link
,37732991,14,other-google,"\"Good_Day,_Fellow!\"_\"Axe_Handle!\"",other
4232070,1261557,12,Neuköln,Heroes,link
1050549,18938265,17,Volcano_Entertainment,"\"Weird_Al\"_Yankovic",link
39762022,18938265,18,My_Little_Pony:_Friendship_Is_Magic_(season_4),"\"Weird_Al\"_Yankovic",link
5978726,1896643,13,The_Great_American_Bash,"\"Dr._Death\"_Steve_Williams",link
22572,18938265,10,October_23,"\"Weird_Al\"_Yankovic",link
,5400322,31,other-empty,"\"No_Flashlight\":_Songs_of_the_Fulfilled_Night",other
1601775,18938265,10,Let's_Get_It_Started,"\"Weird_Al\"_Yankovic",link
2630454,2641242,152,Love_You_Live,"\"Still_Life\"_(American_Concert_1981)",link
,35881722,12,other-google,"\"Yume\"_~Mugen_no_Kanata~",other
39606873,1282996,10,"\"W\"_Is_for_Wasted","\"A\"_Is_for_Alibi",link
470006,16250593,24,Sue_Grafton,"\"D\"_Is_for_Deadbeat",link
,4161738,26,other-google,"\"Weird_Al\"_Yankovic_Live!",other
,18938265,406,other-twitter,"\"Weird_Al\"_Yankovic",other
1708927,18938265,25,Weird,"\"Weird_Al\"_Yankovic",link
35191643,18938265,27,Kidnapped_by_Danger,"\"Weird_Al\"_Yankovic",other
1680148,18938265,37,Piano_Man_(song),"\"Weird_Al\"_Yankovic",link
31552317,18938265,39,Perform_This_Way,"\"Weird_Al\"_Yankovic",link
470006,16252208,17,Sue_Grafton,"\"J\"_Is_for_Judgment",link
,16252603,53,other-google,"\"M\"_Is_for_Malice",other
2103628,12565141,333,TVXQ,"\"O\"-Jung.Ban.Hap.",link
38575277,18938265,15,Toby_Turner,"\"Weird_Al\"_Yankovic",other
1352817,331586,31,Rodney_Ansell,"\"Crocodile\"_Dundee",link
43397,18938265,52,Polka,"\"Weird_Al\"_Yankovic",link
,16253383,72,other-empty,"\"P\"_Is_for_Peril",other
3202675,1896643,255,WWF_Brawl_for_All,"\"Dr._Death\"_Steve_Williams",link
1614455,18938265,38,Money_for_Nothing_(song),"\"Weird_Al\"_Yankovic",link
2739735,18938265,10,I_Touch_Myself,"\"Weird_Al\"_Yankovic",link
44076048,18938265,241,Super_Bowl_XLIX_halftime_show,"\"Weird_Al\"_Yankovic",link
25033979,,18,"\"C\"_is_for_(Please_Insert_Sophomoric_Genitalia_Reference_HERE)","\"D\"_Is_for_Dubby_–_The_Lustmord_Dub_Mixes",redlink
2161284,2398711,10,Wrocław–Copernicus_Airport,"\"Solidarity\"_Szczecin–Goleniów_Airport",link
6135578,2398711,66,Szczecin_Airport,"\"Solidarity\"_Szczecin–Goleniów_Airport",other
,1896643,1227,other-google,"\"Dr._Death\"_Steve_Williams",other
2011385,1831030,29,Homer_the_Vigilante,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",link
1055167,1261557,10,Diamond_Dogs,Heroes,link
183389,18938265,11,Scott_Raynor,"\"Weird_Al\"_Yankovic",link
331174,1261557,1076,David_Bowie_discography,Heroes,link
16253457,16253763,33,"\"R\"_Is_for_Ricochet","\"S\"_Is_for_Silence",link
,25033979,93,other-google,"\"C\"_is_for_(Please_Insert_Sophomoric_Genitalia_Reference_HERE)",other
2043990,18938265,102,Spy_Hard,"\"Weird_Al\"_Yankovic",link
21985451,18938265,76,"Lynwood,_California","\"Weird_Al\"_Yankovic",link
663903,18938265,16,Behind_the_Music,"\"Weird_Al\"_Yankovic",link
28214451,18938265,15,Mad_(TV_series),"\"Weird_Al\"_Yankovic",link
,22499310,11,other-empty,"\"The_Above_Ground_Sound\"_of_Jake_Holmes",other
625478,18938265,22,Gilbert_Gottfried,"\"Weird_Al\"_Yankovic",other
5399286,31466526,69,McAuley_Schenker_Group,"\"Unplugged\"_Live",link
1261524,1261557,10,Let's_Dance_(David_Bowie_album),Heroes,link
4169218,18938265,11,Haunted_Lighthouse,"\"Weird_Al\"_Yankovic",link
21494,18938265,16,Nerd,"\"Weird_Al\"_Yankovic",link
,6893310,11,other-empty,!Hero_(album),other
6600777,18938265,29,Don't_Download_This_Song,"\"Weird_Al\"_Yankovic",link
44789934,331586,1283,Deaths_in_2015,"\"Crocodile\"_Dundee",link
286323,18938265,11,Crash_Test_Dummies,"\"Weird_Al\"_Yankovic",link
3913016,18938265,26,"\"Weird_Al\"_Yankovic's_Greatest_Hits","\"Weird_Al\"_Yankovic",link
37882,331586,21,Crocodile,"\"Crocodile\"_Dundee",other
,23158690,22,other-empty,"\"Ion_Mincu\"_University_of_Architecture_and_Urbanism",other
4232134,1261557,21,The_Secret_Life_of_Arabia,Heroes,link
,28612415,541,other-google,$O$_(Die_Antwoord_album),other
,3632887,121,other-google,!!,other
44314654,12565141,38,Jung_Chanwoo,"\"O\"-Jung.Ban.Hap.",link
2371832,1261557,16,Carlos_Alomar,Heroes,link
6075882,7630017,36,White_&_Nerdy,"\"Weird_Al\"_Yankovic_discography",link
42850941,17495549,38,When_Will_My_Life_Begin?,"\"I_Want\"_song",link
16250549,16250593,31,"\"C\"_Is_for_Corpse","\"D\"_Is_for_Deadbeat",link
6075882,18938265,257,White_&_Nerdy,"\"Weird_Al\"_Yankovic",link
,16252208,11,other-empty,"\"J\"_Is_for_Judgment",other
,43882355,21,other-wikipedia,What_Is_This_Heart?,other
4231891,1261557,17,Blackout_(David_Bowie_song),Heroes,link
378674,28907601,11,Luigi_Nono,"\"Ode-to-Napoleon\"_hexachord",link
22466550,331586,16,Paul_Greco,"\"Crocodile\"_Dundee",other
11423454,18938265,56,Pretty_Fly_for_a_Rabbi,"\"Weird_Al\"_Yankovic",link
10340709,18938265,13,List_of_RCA_Records_artists,"\"Weird_Al\"_Yankovic",link
,31466526,15,other-empty,"\"Unplugged\"_Live",other
2018105,18938265,140,"List_of_songs_recorded_by_\"Weird_Al\"_Yankovic","\"Weird_Al\"_Yankovic",link
3284285,3243047,78,The_Dismemberment_Plan_Is_Terrified,!_(album),link
10999530,2398711,14,Eurolot,"\"Solidarity\"_Szczecin–Goleniów_Airport",other
,16251903,10,other-wikipedia,"\"E\"_Is_for_Evidence",other
3815781,18938265,42,Keegan-Michael_Key,"\"Weird_Al\"_Yankovic",link
43303551,18938265,91,Tacky_(song),"\"Weird_Al\"_Yankovic",link
3307306,18938265,17,More_Than_Words,"\"Weird_Al\"_Yankovic",link
4167276,1896643,27,Serena_Deeb,"\"Dr._Death\"_Steve_Williams",link
5828575,18938265,21,Couch_Potato_(song),"\"Weird_Al\"_Yankovic",link
847078,18938265,13,Taxman,"\"Weird_Al\"_Yankovic",link
,22602473,57,other-google,!Oka_Tokat,other
15331615,12571133,23,Maynard_James_Keenan_discography,"\"V\"_Is_for_Vagina",link
2242811,1261557,10,Best_of_Bowie,Heroes,link
882433,1896643,14,Theodore_Long,"\"Dr._Death\"_Steve_Williams",link
,331586,274,other-yahoo,"\"Crocodile\"_Dundee",other
,8617839,64,other-google,"Good_Luck,_Father_Ted",other
,2398711,16,other-other,"\"Solidarity\"_Szczecin–Goleniów_Airport",other
41953,18938265,75,Bohemian_Rhapsody,"\"Weird_Al\"_Yankovic",link
12571133,25033979,12,"\"V\"_Is_for_Vagina","\"C\"_is_for_(Please_Insert_Sophomoric_Genitalia_Reference_HERE)",link
,27653497,12,other-empty,"\"Five_stars_rise_in_the_East\"_arm_protector",other
,4213160,40,other-wikipedia,$_(film),other
,1831030,17,other-bing,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
,9003666,18,other-google,"\"And\"_theory_of_conservatism",other
43630148,18938265,21,Wallykazam!,"\"Weird_Al\"_Yankovic",link
6088238,18938265,18,The_Grim_Adventures_of_Billy_&_Mandy_(video_game),"\"Weird_Al\"_Yankovic",link
,899480,29,other-wikipedia,"\"A\"_Device",other
13932969,18938265,46,That_'90s_Show,"\"Weird_Al\"_Yankovic",link
,16252712,27,other-google,"\"N\"_Is_for_Noose",other
,16252208,20,other-google,"\"J\"_Is_for_Judgment",other
,4042422,86,other-google,$2,other
10138220,12565141,53,"Heart,_Mind_and_Soul_(TVXQ_album)","\"O\"-Jung.Ban.Hap.",link
7630017,18938265,140,"\"Weird_Al\"_Yankovic_discography","\"Weird_Al\"_Yankovic",link
14098392,12571133,76,Don't_Shoot_the_Messenger,"\"V\"_Is_for_Vagina",link
,16253383,39,other-google,"\"P\"_Is_for_Peril",other
1856564,18938265,40,Comedy_rock,"\"Weird_Al\"_Yankovic",link
33592458,18938265,213,Epic_Rap_Battles_of_History,"\"Weird_Al\"_Yankovic",link
1960430,44810634,12,Fear_of_Pop:_Volume_1,"\"Just_Your_Average_Second_On_This_Planet\"_1997-1998",link
2271575,18938265,21,Lose_Yourself,"\"Weird_Al\"_Yankovic",link
23919750,18938265,11,Fireflies_(Owl_City_song),"\"Weird_Al\"_Yankovic",link
539377,18938265,10,Animal_Man,"\"Weird_Al\"_Yankovic",link
1847150,18938265,18,Ice_Ice_Baby,"\"Weird_Al\"_Yankovic",link
681786,18938265,94,Bad_Hair_Day,"\"Weird_Al\"_Yankovic",link
12379987,4213160,14,List_of_crime_films_of_the_1970s,$_(film),link
,1478845,73,other-wikipedia,"\"Repent,_Harlequin!\"_Said_the_Ticktockman",other
,31438273,16,other-empty,"\"V\"_Is_for_Vengeance",other
33622887,12571133,19,Conditions_of_My_Parole,"\"V\"_Is_for_Vagina",link
1249478,23158690,24,List_of_universities_in_Romania,"\"Ion_Mincu\"_University_of_Architecture_and_Urbanism",other
674611,1896643,18,Tazz,"\"Dr._Death\"_Steve_Williams",link
3361673,4213160,25,Town_&_Country_(film),$_(film),link
878246,899480,11,American_Defense_Service_Medal,"\"A\"_Device",link
,1478845,27,other-bing,"\"Repent,_Harlequin!\"_Said_the_Ticktockman",other
,487976,10,other-other,"\"King\"_Bennie_Nawahi",other
30871303,3564374,65,I_Am_that_I_Am,"\"I_AM\"_Activity",link
3209327,1896643,33,Universal_Wrestling_Federation_(Herb_Abrams),"\"Dr._Death\"_Steve_Williams",link
,16253763,27,other-google,"\"S\"_Is_for_Silence",other
2320524,18938265,37,Black_or_White,"\"Weird_Al\"_Yankovic",link
5578884,18938265,34,You're_Pitiful,"\"Weird_Al\"_Yankovic",link
1348046,2641242,402,The_Rolling_Stones_discography,"\"Still_Life\"_(American_Concert_1981)",link
13462,1478845,320,Harlan_Ellison,"\"Repent,_Harlequin!\"_Said_the_Ticktockman",link
489033,331586,59,List_of_Academy_Awards_ceremonies,"\"Crocodile\"_Dundee",link
300567,1245168,21,Hidden_camera,$25_Million_Dollar_Hoax,link
26181056,9003666,17,And,"\"And\"_theory_of_conservatism",link
151501,1478845,21,Jelly_bean,"\"Repent,_Harlequin!\"_Said_the_Ticktockman",link
,4597115,99,other-google,$pread,other
3145813,12571133,12,Alessandro_Cortini,"\"V\"_Is_for_Vagina",other
11327948,1261557,482,Heroes,Heroes,other
,16079543,49,other-google,"\"V\"_Is_for_Viagra._The_Remixes",other
8376816,18938265,12,Electric_Avenue_(song),"\"Weird_Al\"_Yankovic",link
140332,1831030,149,List_of_The_Simpsons_episodes,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",link
1706988,18938265,15,Mickey_(song),"\"Weird_Al\"_Yankovic",link
,4161738,10,other-wikipedia,"\"Weird_Al\"_Yankovic_Live!",other
35978874,22602473,20,List_of_telenovelas_of_ABS-CBN,!Oka_Tokat,link
,1282996,18,other-other,"\"A\"_Is_for_Alibi",other
,487976,11,other-wikipedia,"\"King\"_Bennie_Nawahi",other
9181653,18938265,13,List_of_How_I_Met_Your_Mother_characters,"\"Weird_Al\"_Yankovic",link
21742,3564374,17,New_Age,"\"I_AM\"_Activity",link
,18938265,38430,other-google,"\"Weird_Al\"_Yankovic",other
89662,18938265,20,Margaret_Cho,"\"Weird_Al\"_Yankovic",link
,28480474,18,other-google,"\"M\"_Circle",other
1854348,1896643,36,Michael_Hayes_(wrestler),"\"Dr._Death\"_Steve_Williams",link
20706022,18938265,10,List_of_Volcano_Entertainment_artists,"\"Weird_Al\"_Yankovic",link
83538,1362990,205,Leslie_Howard_(actor),"\"Pimpernel\"_Smith",link
1700806,18938265,14,One_of_Us_(Joan_Osborne_song),"\"Weird_Al\"_Yankovic",other
,331586,417,other-bing,"\"Crocodile\"_Dundee",other
4161738,18938265,11,"\"Weird_Al\"_Yankovic_Live!","\"Weird_Al\"_Yankovic",link
27748226,18938265,11,Jeopardy!,"\"Weird_Al\"_Yankovic",link
207103,1261557,10,Vince_Clarke,Heroes,link
462389,18938265,19,List_of_The_Simpsons_guest_stars,"\"Weird_Al\"_Yankovic",link
,9003666,109,other-wikipedia,"\"And\"_theory_of_conservatism",other
1261535,1261557,11,The_Man_Who_Sold_the_World_(album),Heroes,link
8567806,18938265,23,WordGirl,"\"Weird_Al\"_Yankovic",link
,37813210,17,other-wikipedia,Where_Are_Your_Keys?,other
24961418,,14,Caro_Emerald,That_Man,redlink
425823,3564374,16,Alice_Bailey,"\"I_AM\"_Activity",other
,22602473,12,other-wikipedia,!Oka_Tokat,other
177256,18938265,112,RCA_Records,"\"Weird_Al\"_Yankovic",link
,3564374,24,other-twitter,"\"I_AM\"_Activity",other
1490639,18938265,20,Pokémon:_The_Movie_2000,"\"Weird_Al\"_Yankovic",link
6127928,331586,14,Bobby_Alto,"\"Crocodile\"_Dundee",other
33244435,1896643,72,List_of_Wrestling_Observer_Newsletter_awards,"\"Dr._Death\"_Steve_Williams",link
1990114,5400322,14,Phil_Elvrum,"\"No_Flashlight\":_Songs_of_the_Fulfilled_Night",link
2315700,18938265,85,The_Saga_Begins,"\"Weird_Al\"_Yankovic",link
6873934,331586,11,Steve_Irwin,"\"Crocodile\"_Dundee",other
39275628,1896643,38,List_of_professional_wrestlers_by_MMA_record,"\"Dr._Death\"_Steve_Williams",link
